id,lat,long
300121,52.200889587402344,10.342386245727539
302441,52.838722229003906,10.415278434753418
300266,48.39060974121094,8.696792602539062
300911,50.29957962036133,9.643393516540527
302681,53.03517532348633,8.865163803100586
301610,49.76944351196289,9.44011116027832
302875,50.96272277832031,9.351120948791504
302261,52.4401741027832,8.95937442779541
302365,53.29801940917969,10.393325805664062
300709,53.16039276123047,9.550886154174805
302304,51.58781051635742,9.800189018249512
302731,52.851768493652344,8.87315845489502
301055,53.03242111206055,9.803951263427734
301310,52.643123626708984,10.055323600769043
300273,49.57646560668945,8.65693187713623
302038,53.17629623413086,9.96799373626709
300116,50.561485290527344,8.836735725402832
302736,54.56703567504883,9.649663925170898
302891,51.8610725402832,9.482978820800781
300583,50.89668655395508,11.610491752624512
302725,50.68305587768555,8.770249366760254
300451,51.50267028808594,9.321795463562012
302203,55.064842224121094,9.848291397094727
301216,54.68809127807617,10.158219337463379
300741,50.78859329223633,9.137653350830078
300827,50.667137145996094,9.697681427001953
302900,50.98478317260742,11.54379940032959
300186,50.957706451416016,9.332581520080566
300588,53.5512580871582,9.48563003540039
300680,53.42296600341797,9.96704387664795
303070,50.60990905761719,9.603456497192383
300088,51.34402084350586,9.595468521118164
301741,48.36301040649414,8.928173065185547
301474,52.143314361572266,9.711739540100098
301028,50.967777252197266,9.27670955657959
302938,53.052371978759766,9.157231330871582
301436,52.247039794921875,9.453753471374512
300937,51.286800384521484,9.556754112243652
301177,50.95066833496094,8.959915161132812
302073,51.7243766784668,9.909193992614746
302863,51.78330993652344,10.1076021194458
301621,51.80070114135742,9.225747108459473
301779,51.57083511352539,9.541239738464355
301033,51.06992721557617,9.593783378601074
300062,52.89081573486328,9.50149917602539
301922,51.0783576965332,9.333694458007812
302418,51.525604248046875,9.61293888092041
302896,53.62494659423828,10.177521705627441
302641,51.59040832519531,9.413840293884277
302249,48.84746551513672,9.240557670593262
302776,52.18111038208008,9.556689262390137
302138,49.43729782104492,8.695137023925781
300489,51.10704803466797,9.53958511352539
302987,50.849639892578125,9.39429759979248
300184,54.23386001586914,10.047224998474121
301485,50.73061752319336,10.55665111541748
300004,50.74693298339844,9.434417724609375
301341,49.848941802978516,8.975229263305664
300673,51.663917541503906,9.85942554473877
300100,48.57432174682617,9.528867721557617
301491,51.084999084472656,9.929239273071289
300392,49.975460052490234,8.857147216796875
303075,52.95951843261719,9.94909381866455
302942,52.38090515136719,9.733346939086914
301074,52.05443572998047,10.09692668914795
302142,49.421897888183594,9.324029922485352
302130,51.881778717041016,9.678715705871582
303114,51.03182601928711,9.381915092468262
302330,53.22072982788086,10.059263229370117
300982,52.01443862915039,9.788022994995117
300620,51.59381866455078,9.307555198669434
301270,52.558345794677734,9.531679153442383
303119,51.081520080566406,9.65686321258545
300227,52.84177780151367,10.660823822021484
302739,50.504398345947266,9.259011268615723
302949,51.865203857421875,9.864933967590332
302137,50.62382888793945,9.509403228759766
303063,52.61014175415039,10.367125511169434
303038,51.02638626098633,9.486915588378906
300658,50.33057403564453,8.46412181854248
302533,52.31868362426758,9.910687446594238
303110,50.244712829589844,9.40782356262207
302054,51.396270751953125,9.220232963562012
301800,52.86804962158203,9.696637153625488
300401,50.469390869140625,9.732453346252441
302769,52.735103607177734,9.896652221679688
301175,50.84309387207031,9.115656852722168
300943,48.09512710571289,7.967899322509766
301472,52.01294708251953,10.128011703491211
301107,52.10580825805664,9.252948760986328
302636,50.83438491821289,9.21944808959961
301777,54.192623138427734,10.419918060302734
301865,52.7147216796875,11.486778259277344
301137,52.7912712097168,9.518804550170898
302174,48.67750930786133,9.771713256835938
301340,51.08085250854492,8.891165733337402
300180,52.09773254394531,9.821638107299805
301417,51.87458801269531,10.055933952331543
300406,51.84722137451172,9.883825302124023
303042,51.342979431152344,9.24046516418457
303011,52.48829650878906,10.096086502075195
300028,48.98945999145508,8.962985038757324
301770,50.74974822998047,9.896830558776855
300055,51.0606689453125,9.642855644226074
300899,53.44554138183594,10.03643798828125
302735,51.54499816894531,9.934988975524902
302562,51.13298797607422,9.591985702514648
302302,51.00852584838867,9.744099617004395
302472,51.39535140991211,9.987966537475586
302033,52.53583908081055,9.276442527770996
